id,full_name,age,gender,device_type,ad_position,Product_Category,color_name,hex_code,r,g,b,Mood,Season,Time_Spent_sec,click
4717,User4717,59.0,,Tablet,Top,Tech,French lime,#9EFD38,158,253,56,Sad,Summer,186,0
4108,User4108,36.0,,Tablet,Top,Food,Purple pizzazz,#FE4EDA,254,78,218,Angry,Winter,211,1
7028,User7028,,,Mobile,Side,Fashion,Bronze,#CD7F32,205,127,50,Angry,Spring,185,0
4006,User4006,,Non-Binary,Mobile,Side,Food,Mint cream,#F5FFFA,245,255,250,Neutral,Spring,177,0
5114,User5114,34.0,,Mobile,Bottom,Home_Decor,Princess Perfume,#FF85CF,255,133,207,Neutral,Spring,245,0
5626,User5626,,,Tablet,Top,Fashion,Bleu de France,#318CE7,49,140,231,Happy,Autumn,168,0
100,User100,,Non-Binary,Tablet,,Sports,Coffee,#6F4E37,111,78,55,Sad,Autumn,67,0
9499,User9499,,Female,Mobile,Bottom,Sports,Cerulean blue,#2A52BE,42,82,190,Neutral,Autumn,239,1
7229,User7229,43.0,Non-Binary,Mobile,Top,Fashion,Italian sky blue,#B2FFFF,178,255,255,Calm,Autumn,129,1
3740,User3740,,Non-Binary,Tablet,Side,Home_Decor,Copper (Crayola),#DA8A67,218,138,103,Happy,Summer,261,1
7145,User7145,,,Desktop,Side,Tech,Palatinate blue,#273BE2,39,59,226,Neutral,Summer,96,0
3906,User3906,,Non-Binary,Tablet,,Food,Polished Pine,#5DA493,93,164,147,Angry,Spring,229,1
9070,User9070,,Non-Binary,Tablet,Bottom,Food,Dark imperial blue,#00416A,0,65,106,Neutral,Winter,199,1
5921,User5921,,,Desktop,,Tech,Light salmon pink,#FF9999,255,153,153,Angry,Autumn,211,1
3246,User3246,,Female,,Top,Tech,Pale turquoise,#AFEEEE,175,238,238,Angry,Winter,292,1
4889,User4889,,,Tablet,Bottom,Sports,Amaranth deep purple,#9F2B68,159,43,104,Sad,Summer,219,1
2934,User2934,,Non-Binary,Desktop,Top,Tech,Beau blue,#BCD4E6,188,212,230,Sad,Autumn,190,1
5520,User5520,,Non-Binary,Desktop,Bottom,Fashion,Yellow Orange,#FFAE42,255,174,66,Neutral,Summer,130,1
6449,User6449,42.0,,Desktop,Top,Sports,Dark midnight blue,#003366,0,51,102,Neutral,Summer,286,1
1136,User1136,58.0,,Mobile,Side,Home_Decor,Russian violet,#32174D,50,23,77,Calm,Monsoon,259,1
2431,User2431,54.0,Male,Desktop,Top,Sports,Orange (web),#FFA500,255,165,0,Happy,Summer,65,1
6331,User6331,,,Desktop,,Sports,Stil de grain yellow,#FADA5E,250,218,94,Happy,Spring,205,0
2311,User2311,,,Desktop,Bottom,Food,Orange-yellow,#F8D568,248,213,104,Neutral,Summer,73,1
5053,User5053,61.0,,Tablet,Side,Tech,Catalina blue,#062A78,6,42,120,Sad,Autumn,289,1
3236,User3236,56.0,Female,Mobile,Bottom,Fashion,Honolulu blue,#006DB0,0,109,176,Calm,Spring,67,1
1529,User1529,20.0,,,Top,Tech,Cal Poly Pomona green,#1E4D2B,30,77,43,Happy,Summer,138,1
2297,User2297,,Male,Tablet,,Food,Coral pink,#F88379,248,131,121,Neutral,Spring,243,1
8081,User8081,,,,Bottom,Tech,Violet (RYB),#8601AF,134,1,175,Sad,Summer,256,1
9206,User9206,25.0,Male,Mobile,Side,Fashion,Imperial red,#ED2939,237,41,57,Sad,Spring,191,0
2043,User2043,,Non-Binary,,,Tech,Eucalyptus,#44D7A8,68,215,168,Sad,Winter,25,0
6893,User6893,,,Mobile,,Food,Ocean Green,#48BF91,72,191,145,Angry,Monsoon,295,1
1053,User1053,50.0,,Tablet,Bottom,Fashion,Topaz,#FFC87C,255,200,124,Sad,Spring,50,0
3645,User3645,34.0,,,Side,Tech,American rose,#FF033E,255,3,62,Neutral,Autumn,198,0
6037,User6037,,,Desktop,Bottom,Food,Madder Lake,#CC3336,204,51,54,Calm,Monsoon,61,0
5418,User5418,,Male,Mobile,,Food,Smokey Topaz,#832A0D,131,42,34,Neutral,Monsoon,46,1
4539,User4539,54.0,Male,Mobile,Bottom,Sports,Light khaki,#F0E68C,240,230,140,Sad,Summer,239,1
2455,User2455,56.0,Male,Tablet,Bottom,Fashion,Spanish viridian,#007F5C,0,127,92,Calm,Spring,20,0
4228,User4228,,,Desktop,Side,Fashion,Green-cyan,#009966,0,153,102,Happy,Monsoon,137,1
2173,User2173,52.0,Male,Mobile,Bottom,Tech,Dartmouth green,#00703C,0,112,60,Happy,Autumn,5,1
6296,User6296,,,Desktop,Bottom,Sports,Fern green,#4F7942,79,121,66,Neutral,Autumn,236,1
8789,User8789,44.0,Female,Desktop,Top,Fashion,Green (Munsell),#00A877,0,168,119,Calm,Autumn,154,1
1148,User1148,25.0,,Mobile,Bottom,Food,Purple Plum,#9C51B6,156,81,182,Neutral,Summer,126,1
564,User564,36.0,,Desktop,Bottom,Fashion,Light green,#90EE90,144,238,144,Calm,Winter,286,0
6066,User6066,,,Desktop,,Sports,Very light azure,#74BBFB,116,187,251,Calm,Spring,294,1
6409,User6409,52.0,Male,Desktop,Top,Home_Decor,Medium purple,#9370DB,147,112,219,Neutral,Monsoon,217,1
6248,User6248,48.0,Female,Mobile,,Food,Deep aquamarine,#40826D,64,130,109,Calm,Spring,285,1
8557,User8557,,,Mobile,Side,Fashion,Liver,#674C47,103,76,71,Sad,Monsoon,144,0
2330,User2330,27.0,,Tablet,Top,Food,Raspberry rose,#B3446C,179,68,108,Calm,Summer,163,0
5276,User5276,42.0,,Tablet,Side,Tech,Firebrick,#B22222,178,34,34,Calm,Spring,31,1
4281,User4281,55.0,,,,Food,Persimmon,#EC5800,236,88,0,Neutral,Summer,166,0
522,User522,24.0,,Mobile,Top,Fashion,Brink pink,#FB607F,251,96,127,Happy,Summer,122,0
4108,User4108,36.0,,,,Tech,Purple (X11),#A020F0,160,32,240,Angry,Spring,79,1
8373,User8373,29.0,Male,Desktop,Side,Tech,Inchworm,#B2EC5D,178,236,93,Calm,Spring,97,1
5909,User5909,45.0,,,Top,Tech,Baby blue,#89CFF0,137,207,240,Angry,Monsoon,38,1
2032,User2032,,,,,Home_Decor,Vivid tangerine,#FFA089,255,160,137,Calm,Autumn,119,1
1908,User1908,26.0,Male,,Bottom,Home_Decor,Little boy blue,#6CA0DC,108,160,220,Neutral,Summer,117,1
3750,User3750,25.0,,Tablet,Side,Tech,Flax,#EEDC82,238,220,130,Neutral,Winter,64,0
7878,User7878,60.0,,Tablet,Side,Fashion,Dolphin Gray,#828E84,130,142,132,Calm,Monsoon,286,1
1762,User1762,41.0,,,Side,Tech,Italian sky blue,#B2FFFF,178,255,255,Neutral,Monsoon,241,1
8101,User8101,59.0,,,,Tech,Catawba,#703642,112,54,66,Neutral,Autumn,130,1
5053,User5053,61.0,,Tablet,Side,Food,Iceberg,#71A6D2,113,166,210,Calm,Autumn,49,1
8983,User8983,45.0,,,,Food,Harlequin green,#46CB18,70,203,24,Happy,Summer,292,0
8593,User8593,41.0,Male,,Bottom,Food,Medium orchid,#BA55D3,186,85,211,Calm,Monsoon,233,0
4021,User4021,38.0,,Mobile,Side,Sports,Mikado yellow,#FFC40C,255,196,12,Happy,Monsoon,201,1
4834,User4834,,,Desktop,Bottom,Food,Carmine (M&P),#D70040,215,0,64,Neutral,Winter,216,0
7739,User7739,58.0,,,,Food,Dark green,#013220,1,50,32,Happy,Summer,75,0
5748,User5748,,,,,Fashion,Mellow yellow,#F8DE7E,248,222,126,Neutral,Summer,239,1
293,User293,35.0,Non-Binary,Desktop,Side,Home_Decor,Bole,#79443B,121,68,59,Happy,Autumn,283,0
6153,User6153,30.0,,Mobile,Side,Home_Decor,Otter brown,#654321,101,67,33,Happy,Summer,171,1
9234,User9234,20.0,Male,Desktop,Bottom,Home_Decor,Sheen Green,#8FD400,143,212,0,Calm,Winter,199,1
6886,User6886,43.0,Male,Mobile,Bottom,Sports,Mango Tango,#FF8243,255,130,67,Happy,Summer,177,1
9418,User9418,20.0,Male,,,Tech,Bitter lime,#BFFF00,191,255,0,Neutral,Spring,199,1
503,User503,43.0,,Desktop,,Food,Pale aqua,#BCD4E6,188,212,230,Calm,Spring,67,1
1399,User1399,,Female,Mobile,Bottom,Fashion,Dark vanilla,#D1BEA8,209,190,168,Happy,Winter,74,1
4945,User4945,,,Tablet,Top,Sports,Irresistible,#B3446C,179,68,108,Calm,Autumn,227,1
7526,User7526,,,Tablet,Side,Home_Decor,Dark yellow,#9B870C,155,135,12,Angry,Monsoon,287,1
5574,User5574,52.0,Female,Desktop,Bottom,Sports,Hot pink,#FF69B4,255,105,180,Calm,Summer,83,1
1905,User1905,62.0,,,Bottom,Fashion,China rose,#A8516E,168,81,110,Angry,Autumn,40,1
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Sports,Light orchid,#E6A8D7,230,168,215,Angry,Autumn,199,1
7961,User7961,64.0,Female,Mobile,Side,Home_Decor,Dark sienna,#3C1414,60,20,20,Calm,Summer,221,0
6251,User6251,44.0,Non-Binary,Mobile,Side,Tech,Aero,#7CB9E8,124,185,232,Neutral,Monsoon,292,1
4756,User4756,59.0,Non-Binary,Mobile,,Home_Decor,Cerulean frost,#6D9BC3,109,155,195,Neutral,Summer,153,1
8817,User8817,53.0,Male,Tablet,Bottom,Home_Decor,Army green,#4B5320,75,83,32,Neutral,Monsoon,277,1
6421,User6421,,Female,Desktop,Side,Home_Decor,Baby pink,#F4C2C2,244,194,194,Sad,Winter,205,0
7544,User7544,,Female,Mobile,,Sports,Queen blue,#436B95,67,107,149,Angry,Monsoon,158,1
5371,User5371,62.0,,,Top,Fashion,Jungle green,#29AB87,41,171,135,Calm,Autumn,26,0
8324,User8324,49.0,,Desktop,Bottom,Home_Decor,Light steel blue,#B0C4DE,176,196,222,Neutral,Winter,219,0
6862,User6862,,Male,Tablet,,Sports,Pale gold,#E6BE8A,230,190,138,Neutral,Spring,126,1
8018,User8018,,,Desktop,Side,Fashion,Tart Orange,#FB4D46,251,77,70,Calm,Winter,270,1
7348,User7348,29.0,,Desktop,Top,Tech,Light cobalt blue,#88ACE0,136,172,224,Angry,Monsoon,265,0
4073,User4073,,Male,Desktop,Top,Home_Decor,Blue,#0000FF,0,0,255,Calm,Winter,59,1
6880,User6880,,Female,Mobile,Side,Food,Vivid yellow,#FFE302,255,227,2,Sad,Winter,286,1
518,User518,,Male,,Bottom,Sports,Persian rose,#FE28A2,254,40,162,Sad,Spring,264,1
2173,User2173,52.0,Male,Mobile,Bottom,Tech,Sizzling Sunrise,#FFDB00,255,219,0,Calm,Monsoon,287,1
2370,User2370,54.0,Non-Binary,Tablet,Bottom,Tech,Wisteria,#C9A0DC,201,160,220,Angry,Autumn,234,0
7765,User7765,,,,Side,Tech,Ivory,#FFFFF0,255,255,240,Neutral,Winter,130,0
6288,User6288,61.0,Non-Binary,Tablet,Bottom,Sports,Picton blue,#45B1E8,69,177,232,Sad,Summer,263,1
3117,User3117,21.0,,Tablet,,Fashion,Deep Green,#056608,5,102,8,Sad,Autumn,54,1
2309,User2309,22.0,Male,Tablet,Bottom,Food,Magenta (dye),#CA1F7B,202,31,123,Angry,Winter,228,1
7757,User7757,61.0,Non-Binary,Tablet,Side,Fashion,Taupe gray,#8B8589,139,133,137,Sad,Autumn,286,0
9397,User9397,19.0,,Tablet,Top,Home_Decor,Dark purple,#301934,48,25,52,Sad,Summer,150,1
6708,User6708,,,Desktop,Top,Food,Medium red-violet,#BB3385,187,51,133,Angry,Autumn,49,1
7858,User7858,,Non-Binary,Tablet,Top,Fashion,Shamrock green,#009E60,0,158,96,Calm,Autumn,266,0
2733,User2733,,Non-Binary,Tablet,,Home_Decor,Thulian pink,#DE6FA1,222,111,161,Neutral,Summer,238,1
6296,User6296,29.0,,Desktop,Bottom,Food,Very light malachite green,#64E986,100,233,134,Neutral,Summer,57,1
3403,User3403,56.0,Female,Desktop,Top,Sports,Coral,#FF7F50,255,127,80,Sad,Summer,239,1
5699,User5699,19.0,,Tablet,Top,Home_Decor,Dark pink,#E75480,231,84,128,Neutral,Spring,200,1
3740,User3740,,Non-Binary,Tablet,,Fashion,Olive,#808000,128,128,0,Calm,Summer,8,1
5783,User5783,,,Desktop,,Food,Golden poppy,#FCC200,252,194,0,Sad,Autumn,64,1
6928,User6928,41.0,Non-Binary,Tablet,Side,Home_Decor,Viridian,#40826D,64,130,109,Neutral,Summer,177,0
6193,User6193,29.0,Female,Desktop,Bottom,Home_Decor,Ash grey,#B2BEB5,178,190,181,Happy,Winter,76,1
2059,User2059,58.0,,,,Sports,Jonquil,#F4CA16,244,202,22,Happy,Summer,79,0
7097,User7097,28.0,Female,Tablet,Side,Home_Decor,Kobi,#E79FC4,231,159,196,Happy,Summer,26,0
2721,User2721,,Male,Mobile,Side,Food,Spanish violet,#4C2882,76,40,130,Happy,Monsoon,213,0
3352,User3352,,Female,Desktop,Side,Tech,Yellow (Pantone),#FEDF00,254,223,0,Happy,Autumn,55,1
3604,User3604,49.0,Male,Tablet,,Food,Persian pink,#F77FBE,247,127,190,Sad,Autumn,149,1
1454,User1454,,Female,Tablet,Top,Food,China pink,#DE6FA1,222,111,161,Angry,Winter,276,1
2656,User2656,,,Mobile,Side,Sports,Polished Pine,#5DA493,93,164,147,Angry,Spring,48,0
8808,User8808,55.0,,Tablet,Side,Sports,Electric indigo,#6F00FF,111,0,255,Sad,Monsoon,111,0
6129,User6129,36.0,Male,Tablet,Bottom,Home_Decor,Medium turquoise,#48D1CC,72,209,204,Sad,Winter,154,1
1635,User1635,54.0,Female,Tablet,,Sports,Rich carmine,#D70040,215,0,64,Calm,Winter,98,1
6762,User6762,28.0,,Tablet,Bottom,Home_Decor,Persimmon,#EC5800,236,88,0,Angry,Autumn,268,0
5952,User5952,,Male,Tablet,Bottom,Tech,Pale violet-red,#DB7093,219,112,147,Happy,Monsoon,114,0
9516,User9516,,Female,,,Fashion,Old moss green,#867E36,134,126,54,Sad,Autumn,22,1
973,User973,,,Mobile,Bottom,Sports,Grape,#6F2DA8,111,45,168,Happy,Spring,242,1
5414,User5414,,Female,Desktop,,Sports,Pullman Green,#3B331C,59,51,28,Angry,Autumn,243,1
5110,User5110,44.0,Female,Tablet,Top,Tech,Pale goldenrod,#EEE8AA,238,232,170,Neutral,Summer,216,1
4228,User4228,,,Desktop,Side,Sports,Yellow Orange,#FFAE42,255,174,66,Neutral,Autumn,235,1
5030,User5030,54.0,,Tablet,Top,Tech,Cultured,#F5F5F5,245,245,245,Sad,Summer,298,1
5389,User5389,,,Desktop,,Home_Decor,Azure (web color),#F0FFFF,240,255,255,Calm,Winter,85,0
8956,User8956,,,Tablet,Top,Sports,Honeydew,#F0FFF0,240,255,240,Happy,Spring,259,1
4756,User4756,,Non-Binary,Mobile,Bottom,Sports,Light blue,#ADD8E6,173,216,230,Sad,Summer,236,1
5939,User5939,18.0,Female,Desktop,,Home_Decor,Silver sand,#BFC1C2,191,193,194,Calm,Spring,213,0
6593,User6593,,,Mobile,Top,Sports,Sea Serpent,#4BC7CF,75,199,207,Happy,Autumn,25,0
5751,User5751,41.0,Female,Desktop,Side,Food,Wageningen Green,#34B233,52,178,51,Angry,Autumn,242,0
9888,User9888,49.0,Male,,Top,Tech,Rackley,#5D8AA8,93,138,168,Neutral,Winter,265,1
8892,User8892,40.0,Male,,Side,Fashion,Drab,#967117,150,113,23,Calm,Autumn,277,0
7993,User7993,,Non-Binary,,,Food,Metallic Seaweed,#0A7E8C,10,126,140,Happy,Summer,284,1
1549,User1549,56.0,,Desktop,,Fashion,Medium orchid,#BA55D3,186,85,211,Sad,Winter,154,1
5194,User5194,53.0,Male,Mobile,,Food,Lime (color wheel),#BFFF00,191,255,0,Happy,Spring,156,1
6258,User6258,,,Tablet,,Food,Dark lavender,#734F96,115,79,150,Sad,Winter,286,1
3375,User3375,,Non-Binary,Mobile,Bottom,Food,Eggshell,#F0EAD6,240,234,214,Neutral,Spring,65,1
1988,User1988,,,Tablet,Side,Tech,Violet (RYB),#8601AF,134,1,175,Neutral,Monsoon,140,0
5921,User5921,,,Desktop,Side,Fashion,Lava,#CF1020,207,16,32,Happy,Summer,16,1
5881,User5881,26.0,Non-Binary,Tablet,Top,Home_Decor,Han blue,#446CCF,68,108,207,Happy,Summer,18,1
24,User24,,,Tablet,Side,Home_Decor,United Nations blue,#5B92E5,91,146,229,Sad,Spring,34,1
141,User141,58.0,Male,Tablet,Side,Sports,Egyptian blue,#1034A6,16,52,166,Sad,Autumn,291,0
9934,User9934,29.0,,,Top,Tech,Denim,#1560BD,21,96,189,Calm,Autumn,224,0
3562,User3562,,,,,Tech,Pale violet-red,#DB7093,219,112,147,Calm,Monsoon,242,0
5941,User5941,,Non-Binary,Desktop,Side,Tech,Nyanza,#E9FFDB,233,255,219,Calm,Spring,31,0
1710,User1710,,,Tablet,Side,Food,Little boy blue,#6CA0DC,108,160,220,Happy,Monsoon,261,1
4621,User4621,20.0,,Desktop,Top,Tech,Mexican pink,#E4007C,228,0,124,Calm,Spring,146,1
5182,User5182,43.0,Non-Binary,Mobile,Bottom,Home_Decor,Dolphin Gray,#828E84,130,142,132,Happy,Monsoon,254,0
3771,User3771,28.0,,,,Tech,Ball blue,#21ABCD,33,171,205,Neutral,Spring,78,0
6495,User6495,,Non-Binary,Tablet,,Food,Green-cyan,#009966,0,153,102,Angry,Summer,203,1
3325,User3325,,Male,Mobile,,Fashion,Coffee,#6F4E37,111,78,55,Neutral,Monsoon,18,1
1905,User1905,62.0,,Mobile,Bottom,Tech,Cedar Chest,#C95A49,201,90,73,Happy,Monsoon,104,1
8832,User8832,,,,Side,Fashion,Magnolia,#F8F4FF,248,244,255,Happy,Spring,95,1
5110,User5110,44.0,Female,Tablet,,Sports,Vivid malachite,#00CC33,0,204,51,Angry,Winter,195,1
7874,User7874,33.0,Non-Binary,Tablet,,Food,Baker-Miller pink,#FF91AF,255,145,175,Sad,Winter,110,0
7526,User7526,,,Tablet,Side,Tech,Teal blue,#367588,54,117,136,Sad,Summer,11,1
7450,User7450,,,,Side,Sports,Rich brilliant lavender,#F1A7FE,241,167,254,Sad,Autumn,85,1
5269,User5269,,,,Side,Sports,Mango Tango,#FF8243,255,130,67,Calm,Autumn,257,0
5909,User5909,45.0,,Tablet,Top,Fashion,Burnished Brown,#A17A74,161,122,116,Sad,Summer,144,1
1524,User1524,24.0,Male,Mobile,Bottom,Home_Decor,Plum (web),#DDA0DD,221,160,221,Calm,Autumn,11,1
674,User674,,,Tablet,Side,Home_Decor,Pastel gray,#CFCFC4,207,207,196,Calm,Spring,156,1
5980,User5980,40.0,,Desktop,Side,Home_Decor,Phthalo blue,#000F89,0,15,137,Sad,Winter,294,1
5566,User5566,,Non-Binary,Mobile,Bottom,Home_Decor,Rocket metallic,#8A7F80,138,127,128,Sad,Summer,130,1
8515,User8515,,Non-Binary,,Bottom,Food,Red (RYB),#FE2712,254,39,18,Angry,Spring,289,1
2336,User2336,32.0,,,Side,Tech,Violet (RYB),#8601AF,134,1,175,Angry,Summer,286,1
5629,User5629,,,,,Tech,Dust storm,#E5CCC9,229,204,201,Calm,Winter,78,1
1586,User1586,38.0,Non-Binary,Desktop,Top,Food,Pearly purple,#B768A2,183,104,162,Angry,Autumn,49,1
427,User427,34.0,,Desktop,Side,Fashion,Pale cerulean,#9BC4E2,155,196,226,Calm,Spring,21,0
5623,User5623,53.0,,Desktop,Side,Tech,Deep carmine,#A9203E,169,32,62,Happy,Winter,237,1
928,User928,,Male,,,Sports,Cerulean,#007BA7,0,123,167,Calm,Summer,168,1
188,User188,56.0,Female,Tablet,,Tech,Byzantium,#702963,112,41,99,Calm,Monsoon,67,1
1931,User1931,,,Mobile,Bottom,Food,Ecru,#C2B280,194,178,128,Angry,Spring,97,1
3171,User3171,42.0,,Tablet,,Fashion,MSU Green,#18453B,24,69,59,Happy,Summer,96,0
5498,User5498,,Female,Tablet,Side,Tech,Kelly green,#4CBB17,76,187,23,Neutral,Summer,46,1
1334,User1334,21.0,Female,Mobile,Top,Food,Iceberg,#71A6D2,113,166,210,Neutral,Winter,245,0
998,User998,,,Tablet,Top,Sports,Smashed Pumpkin,#FF6D3A,255,109,58,Neutral,Summer,259,1
2272,User2272,52.0,,Tablet,Bottom,Home_Decor,Persian indigo,#32127A,50,18,122,Happy,Spring,75,1
553,User553,60.0,Non-Binary,Tablet,Top,Sports,Electric ultramarine,#3F00FF,63,0,255,Sad,Spring,220,0
5498,User5498,,Female,Tablet,Side,Sports,Lemon curry,#CCA01D,204,160,29,Happy,Summer,60,1
7152,User7152,32.0,,Tablet,,Fashion,Oxford Blue,#002147,0,33,71,Angry,Winter,83,1
1027,User1027,55.0,Female,,Bottom,Tech,Tangerine yellow,#FFCC00,255,204,0,Calm,Spring,125,0
9766,User9766,31.0,Male,Desktop,Bottom,Home_Decor,Maroon (HTML/CSS),#800000,128,0,0,Calm,Monsoon,206,1
9966,User9966,,,Mobile,,Food,Phlox,#DF00FF,223,0,255,Angry,Autumn,261,1
9611,User9611,,Male,Desktop,Side,Home_Decor,Vivid cerise,#DA1D81,218,29,129,Angry,Winter,134,1
3746,User3746,,Male,Desktop,Top,Tech,Azureish white,#DBE9F4,219,233,244,Calm,Winter,46,1
1529,User1529,20.0,Female,Mobile,Top,Fashion,Deep spring bud,#556B2F,85,107,47,Sad,Autumn,78,1
2595,User2595,,,,Bottom,Tech,French rose,#F64A8A,246,74,138,Sad,Autumn,238,1
5623,User5623,,,Desktop,Side,Food,Blue Bolt,#00B9FB,0,185,251,Sad,Spring,13,1
3297,User3297,18.0,Female,Tablet,Bottom,Home_Decor,Big Foot Feet,#E88E5A,232,142,90,Angry,Summer,35,1
6202,User6202,,Female,Tablet,Bottom,Sports,Cinnamon[citation needed],#D2691E,210,105,30,Calm,Summer,100,1
9136,User9136,,Non-Binary,,,Tech,Xanadu,#738678,115,134,120,Calm,Monsoon,262,1
4849,User4849,50.0,Male,Desktop,Side,Fashion,Yellow (NCS),#FFD300,255,211,0,Calm,Summer,284,0
2137,User2137,,Male,,Side,Fashion,Dark terra cotta,#CC4E5C,204,78,92,Happy,Monsoon,233,1
674,User674,,,Tablet,Side,Home_Decor,UP Maroon,#7B1113,123,17,19,Happy,Monsoon,249,1
2542,User2542,,Non-Binary,Mobile,Side,Sports,Persian indigo,#32127A,50,18,122,Neutral,Winter,202,1
7828,User7828,29.0,,Tablet,Bottom,Food,Marigold,#EAA221,234,162,33,Happy,Winter,236,1
4677,User4677,41.0,,Mobile,Side,Sports,Android green,#A4C639,164,198,57,Sad,Spring,55,0
3236,User3236,56.0,Female,Mobile,,Home_Decor,Dark lava,#483C32,72,60,50,Sad,Autumn,221,1
3644,User3644,,Female,,Side,Sports,Raisin black,#242124,36,33,36,Sad,Autumn,178,1
5878,User5878,,,Tablet,Bottom,Home_Decor,Old gold,#CFB53B,207,181,59,Sad,Monsoon,79,1
6467,User6467,30.0,Non-Binary,Desktop,,Sports,Spanish sky blue,#00FFFF,0,255,255,Neutral,Autumn,103,1
6165,User6165,,Male,Mobile,Side,Tech,GO green,#00AB66,0,171,102,Sad,Monsoon,5,0
3246,User3246,,Female,Mobile,Top,Fashion,June bud,#BDDA57,189,218,87,Angry,Autumn,128,1
8147,User8147,32.0,Female,Desktop,,Home_Decor,French wine,#AC1E44,172,30,68,Angry,Spring,121,1
3391,User3391,26.0,,Mobile,Side,Home_Decor,Deep Space Sparkle,#4A646C,74,100,108,Angry,Winter,199,0
1729,User1729,26.0,Female,Mobile,Top,Fashion,Palm Leaf,#6F9940,130,142,132,Happy,Winter,237,1
9057,User9057,38.0,,Desktop,Side,Food,Deep koamaru,#333366,51,51,102,Calm,Monsoon,133,1
9064,User9064,41.0,,Mobile,,Home_Decor,Coral Reef,#FD7C6E,253,124,110,Neutral,Autumn,67,1
3422,User3422,,,,Top,Tech,Navy,#000080,0,0,128,Angry,Summer,240,0
6679,User6679,26.0,Male,,Bottom,Sports,Old mauve,#673147,103,49,71,Angry,Spring,234,1
5566,User5566,,,Mobile,Bottom,Tech,Rosewood,#65000B,101,0,11,Sad,Autumn,194,1
3336,User3336,26.0,Non-Binary,Desktop,Bottom,Home_Decor,Fresh Air,#A6E7FF,166,231,255,Angry,Summer,193,1
2117,User2117,39.0,,Tablet,Bottom,Food,Pink raspberry,#980036,152,0,54,Sad,Spring,172,0
3297,User3297,18.0,Female,,Bottom,Home_Decor,Green (Munsell),#00A877,0,168,119,Sad,Spring,99,1
1995,User1995,53.0,Male,Desktop,Top,Food,Quartz,#51484F,81,72,79,Calm,Winter,161,0
1914,User1914,42.0,Male,,,Fashion,Green-yellow,#ADFF2F,173,255,47,Happy,Monsoon,295,1
3297,User3297,,Female,Tablet,Bottom,Sports,Green (Pantone),#00AD43,0,173,67,Sad,Autumn,143,1
1487,User1487,,Male,,,Tech,Old mauve,#673147,103,49,71,Sad,Spring,195,0
6602,User6602,,Female,Desktop,,Food,Lavender gray,#C4C3D0,196,195,208,Calm,Autumn,60,1
8684,User8684,,Non-Binary,Tablet,Top,Tech,Cadmium orange,#ED872D,237,135,45,Sad,Spring,11,1
8174,User8174,20.0,Female,Mobile,,Fashion,Fuchsia (Crayola),#C154C1,193,84,193,Neutral,Winter,55,1
5439,User5439,38.0,,Tablet,,Home_Decor,Pixie Powder,#391285,57,18,133,Happy,Monsoon,43,1
1178,User1178,,Male,,,Food,Bluebonnet,#1C1CF0,28,28,240,Neutral,Summer,76,1
804,User804,24.0,,Mobile,,Sports,Rich electric blue,#0892D0,8,146,208,Angry,Summer,260,0
6365,User6365,,,Tablet,Bottom,Food,CG Blue,#007AA5,0,122,165,Happy,Winter,95,1
9157,User9157,,,Mobile,,Home_Decor,Vivid yellow,#FFE302,255,227,2,Angry,Spring,153,1
6278,User6278,,,Desktop,,Home_Decor,Han purple,#5218FA,82,24,250,Sad,Winter,34,0
188,User188,56.0,Female,Tablet,Bottom,Sports,Violet (web),#EE82EE,238,130,238,Calm,Monsoon,127,1
9253,User9253,33.0,,Mobile,Side,Sports,Medium blue,#0000CD,0,0,205,Neutral,Summer,241,0
1296,User1296,34.0,,Tablet,,Fashion,Tea green,#D0F0C0,208,240,192,Angry,Autumn,284,1
7471,User7471,,Female,Mobile,Bottom,Tech,Brilliant rose,#FF55A3,255,85,163,Sad,Summer,129,1
3861,User3861,,Non-Binary,Mobile,Bottom,Food,Deep aquamarine,#40826D,64,130,109,Neutral,Monsoon,138,0
9418,User9418,20.0,,Tablet,Side,Fashion,Illuminating Emerald,#319177,49,145,119,Neutral,Spring,10,1
6708,User6708,,,Desktop,,Tech,Battery Charged Blue,#1DACD6,29,172,214,Angry,Winter,201,1
2272,User2272,,,,Bottom,Fashion,Dollar bill,#85BB65,133,187,101,Sad,Summer,194,1
3908,User3908,50.0,Female,,Bottom,Sports,Amaranth purple,#AB274F,171,39,79,Calm,Summer,295,1
1077,User1077,,Non-Binary,Desktop,Top,Sports,Manatee,#979AAA,151,154,170,Angry,Autumn,240,1
9064,User9064,41.0,Female,Mobile,,Home_Decor,Beige,#F5F5DC,245,245,220,Neutral,Winter,83,1
1910,User1910,63.0,Male,Desktop,Side,Food,June bud,#BDDA57,189,218,87,Neutral,Autumn,39,1
6100,User6100,,,,Bottom,Food,Pumpkin,#FF7518,255,117,24,Happy,Autumn,76,1
7670,User7670,,,Tablet,,Food,Shamrock green,#009E60,0,158,96,Sad,Spring,47,1
6167,User6167,20.0,Male,Mobile,Side,Fashion,Champagne pink,#F1DDCF,241,221,207,Happy,Summer,295,1
9807,User9807,35.0,,Tablet,Bottom,Fashion,Pale taupe,#BC987E,188,152,126,Calm,Winter,137,1
2295,User2295,53.0,,Tablet,Bottom,Food,Lime (web) (X11 green),#00FF00,0,255,0,Angry,Spring,291,0
